TABLE_NAME,COLUMN_NAME,IS_PHI,DE_IDENTIFICATION_RULE,TAG_NAME,MASK_VALUE,REFERENCE_PATIENT_ID,REFERENCE_ENCOUNTER_ID
newptregistrationinfo,insdgrpname,No,,,,,
newptregistrationinfo,pcpname,No,,,,,
newptregistrationinfo,pcpphone,Yes,MASK,PHONE_NUMBER,PHONE_NUMBER,,
newptregistrationinfo,econcphone,Yes,MASK,PHONE_NUMBER,PHONE_NUMBER,,
newptregistrationinfo,resplname,Yes,MASK,CUSTOM_STR,RESPLNAME,,
newptregistrationinfo,respfname,Yes,MASK,CUSTOM_STR,RESPFNAME,,
newptregistrationinfo,resprel,Yes,MASK,CUSTOM_STR,RESPREL,,
newptregistrationinfo,respdob,Yes,PATIENT_DOB,,,,
newptregistrationinfo,respssn,Yes,MASK,SSN,SSN,,
newptregistrationinfo,respgender,No,,,,,
newptregistrationinfo,respaddr,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
newptregistrationinfo,respaddr1,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
newptregistrationinfo,resphphone,Yes,MASK,PHONE_NUMBER,PHONE_NUMBER,,
newptregistrationinfo,respwphone,Yes,MASK,PHONE_NUMBER,PHONE_NUMBER,,
newptregistrationinfo,respcphone,Yes,MASK,PHONE_NUMBER,PHONE_NUMBER,,
newptregistrationinfo,respempname,Yes,MASK,CUSTOM_STR,RESPEMPNAME,,
newptregistrationinfo,respempaddr,Yes,MASK,CUSTOM_STR,RESPEMPADDR,,
newptregistrationinfo,respself,No,,,,,
newptregistrationinfo,enteredfrom,No,,,,,
newptregistrationinfo,race,No,,,,,
newptregistrationinfo,language,No,,,,,
newptregistrationinfo,ethnicity,No,,,,,
newptregistrationinfo,insgroupname,Yes,MASK,CUSTOM_STR,INSGROUPNAME,,
newptregistrationinfo,insgroupno,Yes,MASK,CUSTOM_STR,INSGROUPNO,,
newptregistrationinfo,nameofinsured,Yes,MASK,PATIENT_NAME,PATIENT_NAME,,
newptregistrationinfo,ssnofinsured,Yes,MASK,SSN,SSN,,
newptregistrationinfo,relntoinsured,No,,,,,
newptregistrationinfo,inssubscriberno,Yes,MASK,CUSTOM_STR,INSSUBSCRIBERNO,,
newptregistrationinfo,insname,Yes,MASK,CUSTOM_STR,INSNAME,,
newptregistrationinfo,isduplicaterecord,No,,,,,
nhxdoctors,id,No,,,,,
nhxdoctors,regp2pnpi,No,,,,,
nhxdoctors,localdoctorid,No,,,,,
nhxdoctors,doctorname,No,,,,,
nhxdoctors,doctorxml,Yes,MASK,CUSTOM_STR,DOCTORXML,,
nhxp2precordstatus,id,No,,,,,
nhxp2precordstatus,refid,Relationship,,,,nhxp2precordstatus.refid = referral.referralid,
nhxp2precordstatus,msgtxid,No,,,,,
nhxp2precordstatus,status,No,,,,,
nhxp2precordstatus,recordtype,No,,,,,
nhxp2precordstatus,toprname,No,,,,,
nhxp2precordstatus,modifieddate,Yes,DATE_OFFSET,,,,
nhxp2precordstatus,recipientreferralstatus,No,,,,,
nhxp2precordstatus,ccrparsedtags,No,,,,,
nhxp2precordstatus,ccrparsedtagvalues,No,,,,,
nhxp2precordstatus,ccrparsedflag,No,,,,,
nhxp2precordstatus,ccrparsedmiscinfo,Yes,MASK,CUSTOM_STR,CCRPARSEDMISCINFO,,
nhxp2precordstatus,txsenttimestamp,Yes,MASK,CUSTOM_STR,TXSENTTIMESTAMP,,
nhxp2precordstatus,synccount,No,,,,,
nhxp2precordstatus,pamssynccount,No,,,,,
nhxpatient,id,No,,,,,
nhxpatient,nhxmpi,Yes,MASK,CUSTOM_STR,NHXMPI,,
nhxpatient,lastname,Yes,MASK,PATIENT_NAME,PATIENT_NAME,,
nhxpatient,firstname,Yes,MASK,PATIENT_NAME,PATIENT_NAME,,
nhxpatient,minitial,Yes,MASK,PATIENT_NAME,PATIENT_NAME,,
nhxpatient,sex,No,,,,,
nhxpatient,dob,Yes,PATIENT_DOB,,,,
nhxpatient,addressline1,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
nhxpatient,addressline2,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
nhxpatient,city,Yes,MASK,CITY,CITY,,
nhxpatient,state,No,,,,,
nhxpatient,zipcode,Yes,ZIP_CODE,,,,
nhxpatient,modifieddate,Yes,STATIC_OFFSET,,,,
nhxpatient,localpid,Yes,PATIENT_ID,,,,
nhxpatient,blockid,Yes,MASK,CUSTOM_STR,BLOCKID,,
nhxpatient,hometel,Yes,MASK,CUSTOM_STR,HOMETEL,,
nhxpatient,refreqid,No,,,,,
nhxpatient,insname,Yes,MASK,CUSTOM_STR,INSNAME,,
nhxpatient,insaddress,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
nhxpatient,insaddress2,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
nhxpatient,inscity,Yes,MASK,CITY,CITY,,
nhxpatient,insstate,No,,,,,
nhxpatient,inszip,Yes,ZIP_CODE,,,,
nhxpatient,insphone,Yes,MASK,PHONE_NUMBER,PHONE_NUMBER,,
nhxpatient,subscriberno,Yes,MASK,CUSTOM_STR,SUBSCRIBERNO,,
nhxpatient,patienttype,No,,,,,
nhxpatient,email,Yes,MASK,EMAIL_ID,EMAIL_ID,,
nhxpatient,language,No,,,,,
nhxpatient,race,No,,,,,
nhxpatient,ethnicity,No,,,,,
nhxpatient,ethnicitycode,No,,,,,
nhxpatient,umobileno,Yes,MASK,PHONE_NUMBER,PHONE_NUMBER,,
nhxreferral,reqid,No,,,,,
nhxreferral,reffrom,No,,,,,
nhxreferral,authno,No,,,,,
nhxreferral,authtype,No,,,,,
nhxreferral,date,Yes,DATE_OFFSET,,,,
nhxreferral,reason,Yes,NOTES,,,,
nhxreferral,diagnosis,No,,,,,
nhxreferral,refstdate,Yes,DATE_OFFSET,,,,
nhxreferral,refenddate,Yes,DATE_OFFSET,,,,
nhxreferral,visitsallowed,No,,,,,
nhxreferral,visitsused,No,,,,,
nhxreferral,refto,Yes,MASK,CUSTOM_STR,REFTO,,
nhxreferral,notes,Yes,NOTES,,,,
nhxreferral,referraltype,No,,,,,
nhxreferral,priority,No,,,,,
nhxreferral,assignedto,No,,,,,
nhxreferral,assignedtoid,No,,,,,
nhxreferral,status,No,,,,,
nhxreferral,fromfacility,Yes,MASK,CUSTOM_STR,FROMFACILITY,,
nhxreferral,tofacility,Yes,MASK,CUSTOM_STR,TOFACILITY,,
nhxreferral,speciality,No,,,,,
nhxreferral,referralnumber,Yes,MASK,CUSTOM_STR,REFERRALNUMBER,,
nhxreferral,clinicalnotes,Yes,NOTES,,,,
nhxreferral,refencid,Yes,ENCOUNTER_ID,,,,
nhxreferral,extrefid,No,,,,,
nhxreferral,apptdate,Yes,DATE_OFFSET,,,,
nhxreferral,receiveddate,Yes,DATE_OFFSET,,,,
nhxreferral,procedures,No,,,,,
nhxreferral,appttime,No,,,,,
nhxreferral,referralxml,Yes,NOTES,,,,
nhxreferral,nhxpatientid,Relationship,,,,"Users.Uid=Patients.Pid, Patients.Pid=Nhxmpiemr.Localpatientid, Nhxmpiemr.Nhxmpi=Nhxpatient.Nhxmpi, Nhxpatient.Id=Nhxreferral.Nhxpatientid",
nhxreferral,reffromp2pnpi,Yes,MASK,CUSTOM_STR,APUID,,
nhxreferral,reffromname,Yes,MASK,CUSTOM_STR,APUID,,
nhxreferral,reftop2pnpi,Yes,MASK,CUSTOM_STR,APUID,,
nhxreferral,reftoname,Yes,MASK,CUSTOM_STR,APUID,,
nhxreferral,apuid,Yes,MASK,CUSTOM_STR,APUID,,
nhxreferral,srcregistrationid,No,,,,,
nhxreferral,refccp2pnpis,Yes,MASK,CUSTOM_STR,APUID,,
nhxreferral,refccp2pnames,Yes,MASK,CUSTOM_STR,APUID,,
nhxreferral,nhxmsgtxid,No,,,,,
nhxreferral,requeststatus,No,,,,,
nhxreferral,p2pdeliverystatus,No,,,,,
nhxreferral,referral360id,No,,,,,
notes,encounterid,Yes,ENCOUNTER_ID,,,,
notes,catid,No,,,,,
notes,notes,Yes,NOTES,,,,
notes,type,No,,,,,
notes,displaycatseq,No,,,,,
notes,noteshtml,Yes,NOTES,,,,
nt_worksheet_list,id,No,,,,,
nt_worksheet_list,name,No,,,,,
nt_worksheet_list,form_url,No,,,,,
nt_worksheet_list,isworksheet,No,,,,,
nt_worksheet_list,deleteflag,No,,,,,
nt_worksheet_list,docttype,No,,,,,
nt_worksheet_list,displayindex,No,,,,,
nt_worksheet_list,linkedids,No,,,,,
nt_worksheet_list,default_name,No,,,,,
ntenppaclaimspeciality,id,No,,,,,
ntenppaclaimspeciality,specilitycode,No,,,,,
ntenppaclaimspeciality,specilitydesc,No,,,,,
ntenppaclaimspeciality,deleteflag,No,,,,,
oa_enc_fu,encounterid,Yes,ENCOUNTER_ID,,,,
oa_enc_fu,followupdate,Yes,DATE_OFFSET,,,,
oa_enc_fu,patientid,Yes,PATIENT_ID,,,,
oa_enc_fu,doctorid,No,,,,,
oa_enc_fu,date,Yes,DATE_OFFSET,,,,
oa_enc_fu,facilityid,No,,,,,
obhistory,encounterid,Yes,ENCOUNTER_ID,,,,
obhistory,itemid,No,,,,,
obhistory,notes,Yes,NOTES,,,,
occupation,id,No,,,,,
occupation,occupationname,No,,,,,
occupation,deleteflag,No,,,,,
occupation,isdriver,No,,,,,
oldrxdetail,oldrxid,Relationship,,,,,Oldrxdetail.Oldrxid = Oldrxmain.Oldrxid
oldrxdetail,prop,No,,,,,
oldrxdetail,value,No,,,,,
oldrxformularydetails,oldrxmainid,No,,,,,
oldrxformularydetails,encounterid,Yes,ENCOUNTER_ID,,,,
oldrxformularydetails,ndccode,No,,,,,
oldrxformularydetails,mmdcode,No,,,,,
oldrxformularydetails,synonymid,No,,,,,
oldrxformularydetails,brandcode,No,,,,,
oldrxformularydetails,gbo,No,,,,,
oldrxformularydetails,formularystatus,No,,,,,
oldrxformularydetails,formularyid,No,,,,,
oldrxformularydetails,payersourcename,No,,,,,
oldrxmain,oldrxid,No,,,,,
oldrxmain,itemid,No,,,,,
oldrxmain,medicinename,No,,,,,
oldrxmain,encounterid,Yes,ENCOUNTER_ID,,,,
oldrxmain,patientsflag,No,,,,,
oldrxmain,doctorsflag,No,,,,,
oldrxmain,refill,No,,,,,
oldrxmain,assessid,Yes,MASK,CUSTOM_STR,ASSESSID,,
oldrxmain,ndc_code,No,,,,,
oldrxmain,followupid,No,,,,,
oldrxmain,startdate,Yes,DATE_OFFSET,,,,
oldrxmain,preparedby,Yes,NOTES,,,,
oldrxmain,daysleftadjustnumber,No,,,,,
oldrxmain,awp,Yes,MASK,CUSTOM_STR,AWP,,
oldrxmain,awup,Yes,MASK,CUSTOM_STR,AWUP,,
oldrxmain,rightpane_dlan,No,,,,,
oldrxmain,stopdate,Yes,DATE_OFFSET,,,,
oldrxmain,rxnotes,Yes,NOTES,,,,
oldrxmain,rxsource,No,,,,,
oldrxmain,rxsourceid,No,,,,,
oldrxmain,rxkop,No,,,,,
oldrxmain,rxdrugsource,No,,,,,
oldrxmain,rxorderno,No,,,,,
oldrxmain,preparedbyid,No,,,,,
oldrxmain,reviewflag,No,,,,,
oldrxmain,reviewedby,No,,,,,
oldrxmain,reviewdate,Yes,DATE_OFFSET,,,,
oldrxmain,disconorstopnotes,Yes,NOTES,,,,
oldrxmain,lasttaken,Yes,DATE_OFFSET,,,,
oldrxmain,islongterm,No,,,,,
oldrxmain,filldate,Yes,DATE_OFFSET,,,,
oldrxmain,fillreason,Yes,NOTES,,,,
oldrxmain,fillstatus,No,,,,,
oldrxmain_addlinfo,oldrxid,No,,,,,
oldrxmain_addlinfo,encounterid,Yes,ENCOUNTER_ID,,,,
oldrxmain_addlinfo,rxorderno,No,,,,,
oldrxmain_addlinfo,doctorsflag,No,,,,,
oldrxmain_addlinfo,pharmacyncpdp,No,,,,,
oldrxmain_addlinfo,durmsg,No,,,,,
oldrxmain_addlinfo,durservicecode,No,,,,,
oldrxmain_addlinfo,deleteflag,No,,,,,
oldrxmain_addlinfo,daw,No,,,,,
oldrxmain_addlinfo,additionalinstructions,Yes,NOTES,,,,
oldrxmain_addlinfo,rxnotes,Yes,NOTES,,,,
oldrxmain_addlinfo,pharmacyid,No,,,,,
oldrxmain_mu_exclude,id,No,,,,,
oldrxmain_mu_exclude,oldrxid,No,,,,,
oldrxmain_mu_exclude,rxorderno,No,,,,,
oldrxmain_mu_exclude,encounterid,Yes,ENCOUNTER_ID,,,,
oldrxmain_mu_exclude,ptid,Yes,PATIENT_ID,,,,
oldrxmain_mu_exclude,doctorid,No,,,,,
oldrxmain_mu_exclude,recordcreatedby,No,,,,,
oldrxmain_mu_exclude,lastmodified,Yes,DATE_OFFSET,,,,
opprocedures,encounterid,Yes,ENCOUNTER_ID,,,,
opprocedures,postop,No,,,,,
opprocedures,anesthesia,No,,,,,
opprocedures,details,Yes,NOTES,,,,
opprocedures,notes,Yes,NOTES,,,,
opprocedures,assistantid,No,,,,,
opprocedures,indications,No,,,,,
opprocedures,specimens,No,,,,,
opprocedures,complications,No,,,,,
opprocedures,findings,No,,,,,
orderdocumentoptions,optiondesc,No,,,,,
orderdocumentoptions,optionvalue,No,,,,,
orderdocumentoptions,displayindex,No,,,,,
orderdocumentoptions,deleteflag,No,,,,,
orderdocumentoptions,quickorderenabled,No,,,,,
ordersetappts,id,No,,,,,
ordersetappts,followupduration,Yes,NOTES,,,,
ordersetappts,ordersetencid,No,,,,,
ordersetappts,deleteflag,No,,,,,
ordersetdi,id,No,,,,,
ordersetdi,itemid,No,,,,,
ordersetdi,ordersetencid,No,,,,,
ordersetdi,deleteflag,No,,,,,
ordersetdi,communityid,No,,,,,
ordersetdi,displayindex,No,,,,,
ordersetdi,frequency,No,,,,,
ordersetdi,duration,No,,,,,
ordersetdi,futureflag,No,,,,,
ordersetimmunization,id,No,,,,,
ordersetimmunization,itemid,No,,,,,
ordersetimmunization,ordersetencid,No,,,,,
ordersetimmunization,communityid,No,,,,,
ordersetimmunization,dose,No,,,,,
ordersetimmunization,deleteflag,No,,,,,
ordersetimmunization,displayindex,No,,,,,
ordersetimmunization,immorinj,No,,,,,
ordersetlab,id,No,,,,,
ordersetlab,itemid,No,,,,,
ordersetlab,ordersetencid,No,,,,,
ordersetlab,deleteflag,No,,,,,
ordersetlab,communityid,No,,,,,
ordersetlab,displayindex,No,,,,,
ordersetlab,frequency,No,,,,,
ordersetlab,duration,No,,,,,
ordersetlab,futureflag,No,,,,,
ordersetlinkeddiagnoses,id,No,,,,,
ordersetlinkeddiagnoses,itemid,No,,,,,
ordersetlinkeddiagnoses,asmtcode,No,,,,,
ordersetlinkeddiagnoses,ordersetencid,No,,,,,
ordersetlinkeddiagnoses,deleteflag,No,,,,,
ordersetlinkeddiagnoses,communityid,No,,,,,
ordersetmessage,id,No,,,,,
ordersetmessage,message,Yes,NOTES,,,,
ordersetmessage,ordersetencid,No,,,,,
ordersetmessage,deleteflag,No,,,,,
ordersetnotes,id,No,,,,,
ordersetnotes,genericnoteshtml,Yes,NOTES,,,,
ordersetnotes,ordersetencid,No,,,,,
ordersetnotes,deleteflag,No,,,,,
ordersetprocedure,id,No,,,,,
ordersetprocedure,itemid,No,,,,,
ordersetprocedure,ordersetencid,No,,,,,
ordersetprocedure,deleteflag,No,,,,,
ordersetprocedure,communityid,No,,,,,
ordersetprocedure,displayindex,No,,,,,
ordersetprocedure,frequency,No,,,,,
ordersetprocedure,duration,No,,,,,
ordersetprocedure,futureflag,No,,,,,
ordersetrx,id,No,,,,,
ordersetrx,itemid,No,,,,,
ordersetrx,ordersetencid,No,,,,,
ordersetrx,deleteflag,No,,,,,
ordersetrx,communityid,No,,,,,
ordersetrx,displayindex,No,,,,,
ordersetrx,oldrxmainid,No,,,,,
ordersets,id,No,,,,,
ordersets,description,No,,,,,
ordersets,nycindicator,No,,,,,
ordersets,userid,No,,,,,
ordersets,encounterid,No,,,,,
ordersets,deleteflag,No,,,,,
ordersets,measure,No,,,,,
ordersets,quickorderset,No,,,,,
ordersets,communityencid,No,,,,,
ordersets,createdbycommunityadmin,No,,,,,
ordersets,guid,No,,,,,
ordersets,modifiedtime,Yes,STATIC_OFFSET,,,,
ordersets,servermodifiedtime,Yes,STATIC_OFFSET,,,,
ordersets,categoryconfig,No,,,,,
ordersettemplates,id,No,,,,,
ordersettemplates,templateencid,No,,,,,
ordersettemplates,ordersetencid,No,,,,,
p_dsi,id,No,,,,,
p_dsi,pdsi,No,,,,,
p_dsi,deleteflag,No,,,,,
p_dsi_data_elements,id,No,,,,,
p_dsi_data_elements,dataelementname,No,,,,,
p_dsi_data_elements,delflag,No,,,,,
p_dsi_source_attribute_details,id,No,,,,,
p_dsi_source_attribute_details,pdsiid,No,,,,,
p_dsi_source_attribute_details,sourceattributeid,No,,,,,
p_dsi_source_attribute_details,section,No,,,,,
p_dsi_source_attribute_details,category,No,,,,,
p_dsi_source_attribute_details,dataelement,No,,,,,
p_dsi_source_attribute_details,response,No,,,,,
p_dsi_source_attribute_details,delflag,No,,,,,
p_dsi_source_attribute_details,dataelementid,No,,,,,
p_dsi_source_attributes,id,No,,,,,
p_dsi_source_attributes,sourceattributename,No,,,,,
p_dsi_source_attributes,delflag,No,,,,,
pama_cpt,id,No,,,,,
pama_cpt,cptcode,No,,,,,
pama_cpt,deleteflag,No,,,,,
patient_statement_errors,id,No,,,,,
patient_statement_errors,patientid,Yes,PATIENT_ID,,,,
patient_statement_errors,practiceid,No,,,,,
patient_statement_errors,errorcode,No,,,,,
patient_statement_errors,errorreason,No,,,,,
patient_statement_errors,billingfacilityid,No,,,,,
patient_statement_errors,createddatetime,Yes,DATE_OFFSET,,,,
patientinfo,pid,Yes,PATIENT_ID,,,,
patientinfo,birthorder,No,,,,,
patientinfo,advdirective,No,,,,,
patientinfo,registryenabled,No,,,,,
patientinfo,deceaseddate,Yes,DATE_OFFSET,,,,
patientinfo,registryenableddate,Yes,DATE_OFFSET,,,,
patientinfo,inactivedate,Yes,DATE_OFFSET,,,,
patientinfo,immconsent,No,,,,,
patientinfo,pcpstartdate,Yes,DATE_OFFSET,,,,
patientinfo,financechrgaddeddate,Yes,DATE_OFFSET,,,,
patientinfo,ignorefinancechrg,No,,,,,
patientinfo,createdbymobile,No,,,,,
patientinfo,datemobilecreated,Yes,DATE_OFFSET,,,,
patientinfo,homemsgtype,No,,,,,
patientinfo,cellmsgtype,No,,,,,
patientinfo,workmsgtype,No,,,,,
patientinfo,createdby,No,,,,,
patientinfo,publicitycode,No,,,,,
patientinfo,publicitycode_updatedtime,No,,,,,
patientinfo,phytherapynotes,Yes,NOTES,,,,
patientinfo,ssnreason,No,,,,,
patientinfo,ssnreasonnotes,Yes,NOTES,,,,
patientpharmacylist,id,No,,,,,
patientpharmacylist,patientid,Yes,PATIENT_ID,,,,
patientpharmacylist,pharmacyid,No,,,,,
patientpharmacylist,isprimary,No,,,,,
patientpharmacylist,displayindex,No,,,,,
patients,pid,Yes,PATIENT_ID,,,,
patients,controlno,Yes,PATIENT_ID,,,,
patients,employername,Yes,MASK,CUSTOM_STR,EMPLOYERNAME,,
patients,employeraddress,Yes,MASK,CUSTOM_STR,EMPLOYERADDRESS,,
patients,employeraddress2,Yes,MASK,CUSTOM_STR,EMPLOYERADDRESS2,,
patients,employercity,Yes,MASK,CUSTOM_STR,EMPLOYERCITY,,
patients,employerstate,No,,,,,
patients,employerzip,Yes,ZIP_CODE,,,,
patients,employerphone,Yes,MASK,CUSTOM_STR,EMPLOYERPHONE,,
patients,msgflag,No,,,,,
patients,insname,Yes,MASK,CUSTOM_STR,INSNAME,,
patients,insgroupno,Yes,MASK,CUSTOM_STR,INSGROUPNO,,
patients,inssubscriberno,Yes,MASK,CUSTOM_STR,INSSUBSCRIBERNO,,
patients,inscopay,No,,,,,
patients,pasthistory,No,,,,,
patients,pharmacyname,No,,,,,
patients,pharmacyno,No,,,,,
patients,surgicalhistory,No,,,,,
patients,hospitalization,No,,,,,
patients,medications,No,,,,,
patients,insname2,Yes,MASK,CUSTOM_STR,INSNAME2,,
patients,insgroupno2,Yes,MASK,CUSTOM_STR,INSGROUPNO2,,
patients,inssubscriberno2,Yes,MASK,CUSTOM_STR,INSSUBSCRIBERNO2,,
patients,inscopay2,No,,,,,
patients,straddress,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
patients,city,Yes,MASK,CITY,CITY,,
patients,state,No,,,,,
patients,zip,Yes,ZIP_CODE,,,,
patients,doctorid,No,,,,,
patients,attendingdoctorid,No,,,,,
patients,pharmacyfax,No,,,,,
patients,pmcid,Yes,MASK,CUSTOM_STR,PMCID,,
patients,insid,Yes,MASK,CUSTOM_STR,INSID,,
patients,insid2,Yes,MASK,CUSTOM_STR,INSID2,,
patients,maritalstatus,No,,,,,
patients,straddress2,Yes,MASK,PO_BOX_STREET,PO_BOX_STREET,,
patients,notes,Yes,NOTES,,,,
patients,deceased,No,,,,,
patients,deceaseddate,Yes,DATE_OFFSET,,,,
patients,deceasednotes,Yes,NOTES,,,,
patients,language,No,,,,,
patients,grid,Yes,MASK,CUSTOM_STR,GRID,,
patients,grrel,No,,,,,
patients,isgrpt,No,,,,,
patients,grtype,No,,,,,
patients,primins,No,,,,,
patients,restype,No,,,,,
patients,studentstatus,No,,,,,
patients,empstatus,No,,,,,
patients,picfilename,Yes,MASK,CUSTOM_STR,PICFILENAME,,
patients,relinfo,No,,,,,
patients,relinfodate,Yes,DATE_OFFSET,,,,
patients,payortype,No,,,,,
patients,selfpay,No,,,,,
patients,hl7id,No,,,,,
patients,billingalert,No,,,,,
patients,billingalertnotes,Yes,NOTES,,,,
patients,giventocoll,No,,,,,
patients,givendate,Yes,DATE_OFFSET,,,,
patients,deffeeschid,No,,,,,
patients,race,No,,,,,
patients,ptstatus,No,,,,,
patients,ptstmtdate,Yes,DATE_OFFSET,,,,
patients,refprid,No,,,,,
patients,rendprid,No,,,,,
patients,nostatements,No,,,,,
patients,currentcollectionstatus,No,,,,,
patients,collectiontimestamp,Yes,DATE_OFFSET,,,,
patients,interpretsvc,No,,,,,
patients,globalalert,No,,,,,
patients,characterestic,No,,,,,
patients,collectionstagedate,Yes,DATE_OFFSET,,,,
patients,regdate,Yes,DATE_OFFSET,,,,
patients,ethnicity,No,,,,,
patients,vfc,No,,,,,
patients,empid,Yes,MASK,CUSTOM_STR,EMPID,,
patients,irisenroll,No,,,,,
patients,collectionagencystatus,No,,,,,
patients,rxconsent,No,,,,,
patients,acctbal,Yes,MASK,CUSTOM_STR,ACCTBAL,,
patients,collstartstopdt,No,,,,,
patients,mailorderpharmacyid,No,,,,,
patients,momemberid,Yes,NOTES,,,,
patients,teammember,No,,,,,
patients,btranslator,No,,,,,
patients,address2country,No,,,,,
patients,voiceenabled,No,,,,,
patients,assignedtoid,No,,,,,
patients,assignedto,No,,,,,
patients,usestreetaddressforrxflag,No,,,,,
patients,textenabled,No,,,,,
patients,grstmtdate,Yes,DATE_OFFSET,,,,
patients,msgcellflag,No,,,,,
patients,enableemail,No,,,,,
patients,enableletters,No,,,,,
patients,webenableddate,Yes,DATE_OFFSET,,,,
patients,preset,No,,,,,
patients,encpwd,Yes,MASK,CUSTOM_STR,ENCPWD,,
patients,lognotes,Yes,MASK,CUSTOM_STR,LOGNOTES,,
patients,optout,No,,,,,
patients,optreasonid,No,,,,,
patients,ismigratedrecord,No,,,,,
patients,defaultlab,No,,,,,
patients,defaultdi,No,,,,,
patients,emailreasonid,No,,,,,
patients,iskioskconsentreceived,No,,,,,
patients,isptoptsout,No,,,,,
patients,securemsgkey,No,,,,,
patients,claimresponsibilitybyage,No,,,,,
patients,isproxyeligible,No,,,,,
patients,duration,Yes,DATE_OFFSET,,,,
patients,access_type,No,,,,,
patients,relationship,No,,,,,
patients,healowwebenabled,No,,,,,
patients,expiry,Yes,DATE_OFFSET,,,,
patients,causeofdeath,No,,,,,
patients,optoutofptstmt,No,,,,,
patients,prevdemandtype,No,,,,,
patients,collectiondemanddt,Yes,DATE_OFFSET,,,,
patients,demandtype,No,,,,,
patients,collectionhold,No,,,,,
patients,preferred_name,Yes,MASK,CUSTOM_STR,PREFERRED_NAME,,
patients,preferred_sex,No,,,,,
patients,isactxenabled,No,,,,,
patients,isnative,No,,,,,
patients,default_growthchart,No,,,,,
patients,ispartiallymerged,No,,,,,
patients,stcountry,No,,,,,
patients,effectivestartdate,Yes,DATE_OFFSET,,,,
patients,effectiveenddate,Yes,DATE_OFFSET,,,,
patients,textvoicewebsync,No,,,,,
patients,emailverified,No,,,,,
patients,sunoh_pref_lang,No,,,,,
patients_cca,uid,No,,,,,
patients_cca,urefid,Yes,PATIENT_ID,,,,
patients_cca,ufname,Yes,MASK,PATIENT_NAME,PATIENT_NAME,,
patients_cca,uminitial,Yes,MASK,PATIENT_NAME,PATIENT_NAME,,
patients_cca,ulname,Yes,MASK,PATIENT_NAME,PATIENT_NAME,,
patients_cca,uemail,Yes,MASK,EMAIL_ID,EMAIL_ID,,
patients_cca,upphone,Yes,MASK,PHONE_NUMBER,PHONE_NUMBER,,
patients_cca,ptdob,Yes,PATIENT_DOB,,,,
patients_cca,sex,No,,,,,
patients_cca,vmid,Yes,NOTES,,,,
patients_cca,registrationdate,Yes,DATE_OFFSET,,,,
patients_cca,ccomplaints,Yes,NOTES,,,,
patients_cca,ptsentto,No,,,,,
patients_cca,reason,No,,,,,
pe_muscular,encid,Yes,ENCOUNTER_ID,,,,
pe_muscular,value,Yes,NOTES,,,,
pe_muscular,dispval,Yes,NOTES,,,,
pe_muscular,timestamp,Yes,DATE_OFFSET,,,,
pe_muscular_exam_items,id,No,,,,,
pe_muscular_exam_items,groupid,No,,,,,
pe_muscular_exam_items,groupcategory,No,,,,,
pe_muscular_exam_items,value,No,,,,,
pe_muscular_exam_items,description,No,,,,,
pe_muscular_exam_items,dispindex,No,,,,,
pe_muscular_exam_items,deleteflag,No,,,,,
pe_muscular_items,id,No,,,,,
pe_muscular_items,itemname,No,,,,,
pe_muscular_items,value,No,,,,,
pe_muscular_items,description,No,,,,,
pe_muscular_items,dispindex,No,,,,,
pgm_kpi_visual,kpi_visual_id,No,,,,,
pgm_kpi_visual,kpi_id,No,,,,,
pgm_kpi_visual,visual_id,No,,,,,
pgm_kpi_visual,header_text,Yes,NOTES,,,,
pgm_kpi_visual,footer_text,Yes,NOTES,,,,
pgm_kpi_visual,multiple_y_axis,No,,,,,
pgm_kpi_visual,y_axis_title_text,No,,,,,
pgm_kpi_visual,y_axis_label_format,No,,,,,
pgm_kpi_visual,default_feature_id,No,,,,,
pgm_kpi_visual,display_order,No,,,,,
pgm_kpi_visual,active_flag,No,,,,,
pgm_kpi_visual,mssql_query_id,No,,,,,
pgm_kpi_visual,mysql_query_id,No,,,,,
phm_cpt_codes_priority,id,No,,,,,
phm_cpt_codes_priority,rpm_cpt_code,No,,,,,
phm_cpt_codes_priority,ccm_cpo_cpt_code,No,,,,,
phm_cpt_codes_priority,priorityorder,No,,,,,
phm_cpt_codes_priority,isactive,No,,,,,
phm_cpt_codes_priority,deleteflag,No,,,,,
phm_cpt_codes_priority,modifiedby,No,,,,,
phm_cpt_codes_priority,modifieddatetime,No,,,,,
phm_measures_list,id,No,,,,,
phm_measures_list,dictionary_id,No,,,,,
phm_measures_list,measure_id,No,,,,,
phm_measures_list,measure_description,No,,,,,
phm_measures_list,measure_category,No,,,,,
phm_measures_list,deleteflag,No,,,,,
phm_measures_list,modifieddate,Yes,STATIC_OFFSET,,,,
phm_measures_list,version,No,,,,,
physicalexam,encounterID,Yes,ENCOUNTER_ID,,,,
physicalexam,catID,No,,,,,
physicalexam,itemID,No,,,,,
physicalexam,propID,No,,,,,
physicalexam,value,Yes,NOTES,,,,
