table_name,source_rows_count,dest_rows_count,qc_status,ignore_rows_count,reason,is_phi
oldrxmain_addlinfo,331080,331080,False,0,"QC Failed on columns: AdditionalInstructions, AdditionalInstructions, RxNotes, RxNotes",True
prisma_providers,347740,347740,True,0,,True
measuredefinitions,378,378,False,0,,True
surveillance_num,16,16,True,0,,True
p_dsi_data_elements,9,9,True,0,,False
soapitems,47,47,True,0,,False
hcpcscode_base,8293,8293,True,0,,False
uds_codes,126,126,True,0,,False
mips_measure_detail,4973,4973,True,0,,False
laceration_cptcode,255,255,True,0,,False
ccm_chroniccodes,647,647,True,0,,False
edi_servauthexcodes,8,8,True,0,,False
cpt_cvx,129,129,True,0,,False
race_codes,931,931,True,0,,False
problemlist,393505,392761,False,744,"QC Failed on columns: encounterId, encounterId, specify, specify, notes, notes",True
rwstructdatamapping,23,23,True,0,,False
tblobconfigmenu,9,9,True,0,,False
udstable_7ref,28,28,True,0,,False
ecwstructitems_loincmapping,4,4,True,0,,False
musclebalancevalues,25,25,True,0,,False
labcptmap,166,166,True,0,,False
loincmaster,99692,0,False,0,data discrepancy present. ,False
pqri_reports,147,147,True,0,,False
pqri_reports_migrate,147,147,True,0,,False
registry_currentmeds,544106,544091,True,15,,True
proccommunityitems,37,37,True,0,,False
telenc,883380,883379,False,1,"QC Failed on columns: Caller, Caller, message, message, actiontaken, actiontaken",True
prisma_standard_uomname_master,10,10,True,0,,False
idslistdetail,21368,21368,True,0,,False
clia_cpt_list,1290,1290,True,0,,False
cpt_validcodes,13263,13263,True,0,,False
dentalquickbuttonitems,19,19,True,0,,False
enctelemed,81,81,False,0,,True
edi_mhla_raceethnicity_codes,8,8,True,0,,False
edi_suppinsindicators,8,8,True,0,,False
referral_unit_types,11,11,True,0,,False
rpm_cpt_exclude,3,3,True,0,,False
schedule_grid_columns,11,11,True,0,,False
servicetypecodes,142,142,True,0,,False
ecwstructoptions_loincmapping,155,155,True,0,,False
multum_frequency,120,120,True,0,,False
nt_worksheet_list,32,32,True,0,,False
userprofile,558,0,False,0,data discrepancy present. ,True
pqrs_numerator,144,144,True,0,,False
ptlastov,368,368,True,0,,True
visitsummary,28,28,True,0,,False
epcs_users,22,22,False,0,,True
pmdbrptcodes,18,18,True,0,,False
ndc_denorm,102369,0,False,0,data discrepancy present. ,True
providermobilesettings,42,42,True,0,,False
ccm_chronicgroup,54,54,True,0,,False
chronic_drug_class,117,117,True,0,,False
county,3235,3235,True,0,,False
dl_cube_noshow_daily_data,1426,1426,False,0,,True
edi_278_servicetypecodes,103,103,True,0,,False
ruleengine_dataelements,285,285,True,0,,False
rulesinsicd,30,30,True,0,,False
socialdetail,91,91,True,0,,False
surveillance_denom,360,360,True,0,,True
tcny_den,594,594,False,0,,True
therapyassessmentdetail,106,106,True,0,,False
tmhp_county,258,258,True,0,,False
uncompensatedclaims,27489,27489,False,0,,True
usercategories,3295,3295,True,0,,False
zipcodecountymap,52896,52896,True,0,,False
vaccinecontraindications,23,23,True,0,,False
hcc_lookup,11855,11855,True,0,,False
icd10cm_order_addenda,3877,3877,True,0,,False
icd10bygemsimporttask,5,5,True,0,,False
icd10cm_order_union,75232,75232,True,0,,False
manufacturerndclabelermapping,71,71,True,0,,False
medicarecarriers,111,111,True,0,,False
mu_codes,111,111,True,0,,False
familydetail,414606,414602,True,4,,True
mvx_codes,120,120,True,0,,False
patientpharmacylist,122060,121983,True,77,,True
p_dsi,15,15,True,0,,False
tcny_num,527,527,False,0,,True
anesthesiamapping,1366,1366,True,0,,False
emar_frequency_time_mapping,20,20,True,0,,False
visittyperules,22,22,True,0,,False
suppress_interaction,12,12,True,0,,True
dl_cube_kpis_op_electroniclabs,1569,1051,True,518,,True
todo_type,13,13,True,0,,False
encdualdiagnosis,37005,37005,False,0,,True
drugfrequency,120,120,True,0,,False
edi_maritalstatus,7,7,True,0,,False
multum_frequency_multiplier,120,120,True,0,,False
allergiesnotfoundlist,28,28,True,0,,True
vision_worthdot_option,10,10,True,0,,False
ethnicity,45,45,True,0,,False
importcptdatautilitytask,6,6,True,0,,False
labloinccodes,29137,29137,True,0,,False
dl_cube_kpis_op_documents,71749,71348,True,401,,True
race,7,7,True,0,,False
icd_9,326262,326262,True,0,,False
programtype,11,11,True,0,,False
ecwproperties,294,294,True,0,,False
ecwstructoptions,4998,4998,True,0,,False
udstable_6aref,47,47,True,0,,False
proceduredetail,8296,8296,True,0,,False
ordersetimmunization,490,490,True,0,,False
rxhub_followupactioncodes,8,8,True,0,,False
pqrs_numerator_migrate,144,144,True,0,,False
emar_medtype,10,10,True,0,,False
multum_drug_name,48976,48976,True,0,,False
multum_drug_name_map,60752,60752,True,0,,False
dcf_ptdemo,212708,212708,False,0,,True
zipcodezone,42327,42327,True,0,,False
newptregistrationinfo,6539,1274,False,5265,,True
cosignpredefinequestion2,5,5,True,0,,False
clinicianallergies,62216,62216,True,0,,False
emar_frequency,20,20,True,0,,False
dashboard_sticky_notes,23204,23204,False,0,"QC Failed on columns: PtNotes, PtNotes",True
cqm_measures,135,135,True,0,,False
ccmr_cpt_claim_codes,25,25,True,0,,False
labdimismatchreport,147,147,False,0,"QC Failed on columns: orderDateParsed, collDate",True
vaccines_sites,15,15,True,0,,False
emcoder,764,764,True,0,,False
phm_cpt_codes_priority,51,51,True,0,,False
cpticdcodes,1121471,1121471,True,0,,False
annualnotes,2803958,2803857,False,101,"QC Failed on columns: notes, notes, notesHTML, notesHTML",True
customrx,419,419,True,0,,False
pqri,27,27,True,0,,False
emrereferralattachmentsxsl,86,86,False,0,"QC Failed on columns: progressnotesxsl, progressnotesxsl, medicalsummaryxsl, medicalsummaryxsl, labreportsxsl, labreportsxsl, hl7labxsl, hl7labxsl, hl7radxsl, hl7radxsl",True
propertydetail,163787,163787,False,0,,True
pqri_migrate,27,27,True,0,,False
countrycodes,244,244,True,0,,False
trigger_code_system,2,2,True,0,,False
loincordermaster,1532,1532,True,0,,False
udssegmentinformation,10,10,True,0,,False
interopccrcache,56263,56260,True,3,,True
allergies,368977,368969,True,8,,True
rulesinscpt,8,8,True,0,,False
state_race_codes,148,148,True,0,,False
prisma_procedure_observation,561742,561742,True,0,,False
favouritekeywords,100,100,False,0,"QC Failed on columns: favouriteText, favouriteText",True
prisma_medication_details,326662,0,True,326662,,True
icd10cm_chronic,24239,24239,True,0,,False
immitemkeys,20,20,True,0,,False
deviceconfigdata,37,37,False,0,,True
emrreferralattachmentdocs,1297,1297,True,0,,False
flowsheets,32,32,True,0,,False
allergy_general_setting,100,100,True,0,,False
ecwfamilyhxitems,16,16,True,0,,False
mcmp_proccode,2009,2009,True,0,,False
pe_muscular_items,24,24,True,0,,False
cre_criteria_dataelements,63,63,True,0,,False
nhxdoctors,242,242,False,0,,True
orderdocumentoptions,7,7,True,0,,False
pe_muscular_exam_items,145,145,True,0,,False
rulescpt,35,35,True,0,,False
icd10cm_desc,97584,97584,True,0,,False
ecwitems,114,114,True,0,,False
familyicd,8,8,True,0,,False
labcommunityexternalmap,2293,2293,True,0,,False
ecwfamilyhxmapper,12,12,True,0,,False
p_dsi_source_attributes,9,9,True,0,,False
cptcvx_cdc,268,268,True,0,,False
clearinghouseclaimactioncodes,10,10,True,0,,False
superbill_categories,110,110,True,0,,False
dl_cube_kpis_op_lsmactionsdata,42,42,True,0,,True
emcoder_mdm2021,8,8,True,0,,False
routeofadministration,8,8,True,0,,False
ordersetprocedure,548,548,True,0,,False
claim_smartleftpanelicons,8,8,True,0,,False
masked_doc_id_mapping,383075,383075,True,0,,True
pama_cpt,273,273,True,0,,False
questionnairecategories,7,7,True,0,,False
mcmp_dxcode,7709,7709,True,0,,False
thcic_ethnicity_race_mapping,10,10,True,0,,False
multumdrug,9240,9240,True,0,,False
wv_code_itemid_mapping,34,34,True,0,,False
myfavouriteproviders,39,39,True,0,,False
prisma_encounter_problem,908937,908937,False,0,,True
asc_pnsectionmaster,44,44,False,0,,True
automapproblemlisticdtosnomed,312,312,True,0,,True
ccmr_careplan,377,377,True,0,,True
cdss_cptcodes,9,9,True,0,,False
communityelements,68,68,True,0,,False
cptcode_base,11992,11992,False,0,,True
gender_identity_options,7,7,True,0,,False
ecwstruct_loincmapping,133,133,True,0,,False
measure_encounterdata_59024,33105,33105,False,0,"QC Failed on columns: encounterid, encounterid",True
edi_fingroup,10,10,True,0,,False
docidtyperef,62,62,True,0,,False
nhxp2precordstatus,227,227,False,0,,True
prisma_encounter_reason,41500,41500,False,0,,True
ruleengine_table_pkmap,25,25,True,0,,False
rxhub_rejectreasoncodes,39,39,True,0,,False
vascular_finding_icon,8,8,True,0,,False
emrprogressnoteimages,1284,1065,False,219,,True
icd,92608,92608,True,0,,False
familydata,1826096,1826080,True,16,,True
measure_encounterdata_54024,19103,19103,False,0,"QC Failed on columns: encounterid, encounterid",True
patient_statement_errors,1286,1286,True,0,,True
questionnaireformdesign,92,92,True,0,,False
visitcodes,204,204,True,0,,False
cpc_ethnicity_lookup,39,39,True,0,,False
rpm_device_measure,15,15,True,0,,False
zip2countylookup,42310,42310,True,0,,False
icd10cm_order_inactive_revised,949,949,True,0,,False
occupation,410,410,True,0,,False
prisma_patient_data,325280,0,True,325280,,True
dl_cube_kpis_op_labdata,17327,17327,True,0,,True
labdatadetail,910108,910108,False,0,"QC Failed on columns: Value, Value",True
pe_muscular,5,5,False,0,"QC Failed on columns: dispval, dispval",True
ordersetmessage,240,240,True,0,,True
gynhistory,20,20,True,0,,True
sparcreportcountycodes,2543,2543,True,0,,False
cpthcpcsmodifiers_crosswalk,368209,368209,True,0,,False
